"Run.Num"	"Sample.Bag"	"Date.Time"	"Timestamp"	"HR.Delta.iCH4.Mean"	"HR.Delta.iCH4.Std"	"HP.Delta.iCH4.Mean"	"HP.Delta.iCH4.Std"	"Delta.13CO2.Mean"	"Delta.13CO2.Std"	"HR.12CH4.Mean"	"HR.12CH4.Std"	"HR.13CH4.Mean"	"HR.13CH4.Std"	"HP.12CH4.Mean"	"HP.12CH4.Std"	"HP.13CH4.Mean"	"HP.13CH4.Std"	"X12CO2.Mean"	"X12CO2.Std"	"X13CO2.Mean"	"X13CO2.Std"	"H2O.Mean"	"H2O.Std"	"ChemDetect.Mean"	"SSIM.Pressure..torr."	"Valve.Position"	"Standard.Delta.iCH4"	"Standard.Delta.iCO2"	"Standard.13CH4"	"Standard.13CO2"	"bag.."	"sample.ID"	"vol.mL"	"Pssim"	"description"	"Date"	"Time"	"HP.CH4.Mean"	"HR.CH4.Mean"	"XCO2.Mean"	"nominal.conc"	"nominal.delta"	"Patm.mbar"	"Date.ID"	"Patm.torr"	"SSIM.dil.factor"	"delta.HP.Delta.iCH4.Mean"	"HP.Delta.iCH4.Mean.corr"
"500"	7	1	"08/11/16 09:18:47"	1470921431.15982	-68.098	2.767	-44.917	2.441	-1116.724	3.21	2.209	0.007	0.023	0	2.145	0.003	0.023	0	1163.944	0.971	-1.528	0.041	0.065	0.003	0	NA	NA	NA	NA	NA	NA	8	50	2	882	" Mtot = 951.33. bag around valve looks slightly damaged"	"08/11/16"	"09:18:47"	2.168	2.232	1162.416	NA	NA	1017.76	41	763.382778184752	11.5538367540503	0	-44.917
"501"	8	1	"08/11/16 09:34:37"	1470922381.23712	-43.764	2.435	-41.656	1.906	-17.033	0.516	2.4	0.007	0.026	0	2.388	0.004	0.026	0	548.074	0.511	6.06	0.006	0.063	0.003	0	NA	NA	NA	NA	NA	NA	15	51	5	881	" Mtot = 816.43."	"08/11/16"	"09:34:37"	2.414	2.426	554.134	NA	NA	1017.76	41	763.382778184752	4.6162948663575	0	-41.656
"502"	9	1	"08/11/16 09:45:06"	1470923009.13697	-44.431	3.317	-41.986	2.294	-13.381	0.434	2.478	0.008	0.027	0	2.465	0.004	0.027	0	575.266	0.528	6.386	0.007	0.078	0.003	0	NA	NA	NA	NA	NA	NA	15	51	5	881	" Mtot = 816.43."	"08/11/16"	"09:45:06"	2.492	2.505	581.652	NA	NA	1017.76	41	763.382778184752	4.6162948663575	0	-41.986
"503"	10	1	"08/11/16 09:59:19"	1470923863.71217	-41.471	2.648	-41.849	1.804	-9.88	0.371	2.975	0.008	0.032	0	2.967	0.004	0.032	0	999.513	0.765	11.133	0.009	0.062	0.003	0	NA	NA	NA	NA	NA	NA	36	52	5	881	" Mtot = 761.46. 0.5 mM BES"	"08/11/16"	"09:59:19"	2.999	3.007	1010.646	NA	NA	1017.76	41	763.382778184752	4.6162948663575	0	-41.849
"504"	11	1	"08/11/16 10:10:09"	1470924511.98249	-41.717	2.604	-41.347	1.661	-9.8	0.348	2.99	0.007	0.032	0	2.98	0.004	0.032	0	1010.028	0.812	11.252	0.01	0.069	0.003	0	NA	NA	NA	NA	NA	NA	36	52	5	881	" Mtot = 761.46. 0.5 mM BES. "	"08/11/16"	"10:10:09"	3.012	3.022	1021.28	NA	NA	1017.76	41	763.382778184752	4.6162948663575	0	-41.347
"505"	12	1	"08/11/16 10:22:15"	1470925238.71954	-42.555	1.712	-40.777	1.296	-42.273	5.67	3.52	0.007	0.038	0	3.508	0.005	0.038	0	37.059	0.22	0.399	0.003	0.065	0.003	0	NA	NA	NA	NA	NA	NA	23	53	5	881	" Mtot = 809.55. 93 mM NaOH. "	"08/11/16"	"10:22:15"	3.546	3.558	37.458	NA	NA	1017.76	41	763.382778184752	4.6162948663575	0	-40.777
"506"	13	1	"08/11/16 10:32:18"	1470925841.18786	-43.073	2.127	-41.161	1.444	-46.044	8.328	3.506	0.008	0.038	0	3.493	0.005	0.038	0	31.974	0.179	0.343	0.004	0.073	0.003	0	NA	NA	NA	NA	NA	NA	23	53	5	881	" Mtot = 809.55. 93 mM NaOH. "	"08/11/16"	"10:32:18"	3.531	3.544	32.317	NA	NA	1017.76	41	763.382778184752	4.6162948663575	0	-41.161
"507"	14	1	"08/11/16 10:48:43"	1470926825.8148	-47.372	0.632	-48.629	0.417	-41.471	7.672	11.326	0.017	0.121	0	11.31	0.015	0.121	0	30.823	0.165	0.332	0.003	0.045	0.002	0	NA	NA	NA	NA	NA	NA	11	56	3	881	" Mtot = 820.55. 93 mM NaOH."	"08/11/16"	"10:48:43"	11.431	11.447	31.155	NA	NA	1017.76	41	763.382778184752	7.69382477726251	0	-48.629
"508"	15	1	"08/11/16 10:58:40"	1470927423.30269	-47.674	0.668	-48.711	0.579	-37.025	6.182	10.125	0.015	0.108	0	10.109	0.014	0.108	0	35.575	0.173	0.385	0.003	0.054	0.002	0	NA	NA	NA	NA	NA	NA	11	56	3	881	" Mtot = 820.55. 93 mM NaOH."	"08/11/16"	"10:58:40"	10.217	10.233	35.96	NA	NA	1017.76	41	763.382778184752	7.69382477726251	0	-48.711
"509"	16	1	"08/11/16 11:12:43"	1470928267.63188	-38.356	0.934	-38.594	0.694	-11.373	0.736	7.771	0.012	0.084	0	7.76	0.011	0.084	0	357.691	0.382	3.977	0.005	0.046	0.002	0	NA	NA	NA	NA	NA	NA	30	58	3	881	" Mtot = 904.63."	"08/11/16"	"11:12:43"	7.844	7.855	361.668	NA	NA	1017.76	41	763.382778184752	7.69382477726251	0	-38.594
"510"	17	1	"08/11/16 11:22:47"	1470928871.64277	-38.521	1.02	-38.659	0.651	-11.606	0.602	7.787	0.012	0.084	0	7.775	0.012	0.084	0	368.544	0.418	4.097	0.005	0.055	0.002	0	NA	NA	NA	NA	NA	NA	30	58	3	880	" Mtot = 904.63."	"08/11/16"	"11:22:47"	7.859	7.871	372.641	NA	NA	1017.76	41	763.382778184752	7.68509171849149	0	-38.659
"511"	18	1	"08/11/16 11:33:44"	1470929527.36588	-38.196	0.696	-38.698	0.529	-9.414	0.426	9.752	0.014	0.105	0	9.74	0.014	0.105	0	632.077	0.606	7.042	0.007	0.053	0.002	0	NA	NA	NA	NA	NA	NA	14	59	5	880	" Mtot = 884.49."	"08/11/16"	"11:33:44"	9.845	9.857	639.119	NA	NA	1017.76	41	763.382778184752	4.6110550310949	0	-38.698
"512"	19	1	"08/11/16 11:43:53"	1470930137.06409	-38.079	0.876	-38.454	0.59	-9.592	0.475	9.781	0.016	0.106	0	9.767	0.014	0.106	0	637.072	0.607	7.097	0.008	0.054	0.002	0	NA	NA	NA	NA	NA	NA	14	59	5	880	" Mtot = 884.49."	"08/11/16"	"11:43:53"	9.873	9.887	644.169	NA	NA	1017.76	41	763.382778184752	4.6110550310949	0	-38.454
"513"	20	1	"08/11/16 11:54:56"	1470930801.08871	-37.579	1.134	-38.374	0.794	-10.179	0.42	7.708	0.011	0.083	0	7.699	0.011	0.083	0	774.468	0.698	8.622	0.007	0.05	0.002	0	NA	NA	NA	NA	NA	NA	33	61	3	880	" Mtot = 798.36. 0.5 mM BES"	"08/11/16"	"11:54:56"	7.782	7.791	783.09	NA	NA	1017.76	41	763.382778184752	7.68509171849149	0	-38.374
"514"	21	1	"08/11/16 12:05:12"	1470931416.54066	-37.802	0.794	-38.65	0.613	-10.121	0.431	7.647	0.012	0.083	0	7.639	0.011	0.083	0	772.9	0.704	8.605	0.008	0.052	0.002	0	NA	NA	NA	NA	NA	NA	33	61	3	880	" Mtot = 798.36. 0.5 mM BES"	"08/11/16"	"12:05:12"	7.722	7.73	781.505	NA	NA	1017.76	41	763.382778184752	7.68509171849149	0	-38.65
"515"	22	1	"08/11/16 12:18:02"	1470932185.59055	-37.055	2.255	-38.456	1.658	-15.322	1.372	3.192	0.006	0.035	0	3.192	0.005	0.035	0	191.508	0.288	2.121	0.004	0.058	0.002	0	NA	NA	NA	NA	NA	NA	42	62	5	880	" Mtot = 916.04."	"08/11/16"	"12:18:02"	3.227	3.227	193.629	NA	NA	1017.76	41	763.382778184752	4.6110550310949	0	-38.456
"516"	23	1	"08/11/16 12:28:52"	1470932835.73536	-37.685	2.269	-38.79	1.37	-14.92	1.318	3.178	0.009	0.034	0	3.176	0.005	0.034	0	187.328	0.273	2.076	0.004	0.065	0.002	0	NA	NA	NA	NA	NA	NA	42	62	5	880	" Mtot = 916.04."	"08/11/16"	"12:28:52"	3.21	3.212	189.404	NA	NA	1017.76	41	763.382778184752	4.6110550310949	0	-38.79
"517"	24	1	"08/11/16 12:39:49"	1470933493.13037	-37.406	2.263	-38.606	1.713	-14.815	1.159	3.094	0.007	0.033	0	3.093	0.004	0.033	0	193.488	0.288	2.144	0.005	0.063	0.002	0	NA	NA	NA	NA	NA	NA	43	63	5	879	" Mtot = 825.98."	"08/11/16"	"12:39:49"	3.126	3.127	195.632	NA	NA	1017.76	41	763.382778184752	4.60581519583229	0	-38.606
"518"	25	1	"08/11/16 12:50:06"	1470934109.16918	-37.324	2.621	-38.763	1.773	-16.032	1.385	2.969	0.008	0.032	0	2.969	0.004	0.032	0	182.294	0.258	2.018	0.004	0.064	0.002	0	NA	NA	NA	NA	NA	NA	43	63	5	879	" Mtot = 825.98."	"08/11/16"	"12:50:06"	3.001	3.001	184.312	NA	NA	1017.76	41	763.382778184752	4.60581519583229	0	-38.763
"519"	26	1	"08/11/16 13:02:25"	1470934847.98136	-37.034	2.665	-38.854	1.754	-15.871	1.402	3.094	0.008	0.034	0	3.095	0.004	0.033	0	174.78	0.283	1.935	0.004	0.057	0.002	0	NA	NA	NA	NA	NA	NA	49	64	5	879	" Mtot = 834.15. 0.5 mM BES"	"08/11/16"	"13:02:25"	3.128	3.128	176.715	NA	NA	1017.76	41	763.382778184752	4.60581519583229	0	-38.854
"520"	27	1	"08/11/16 13:13:33"	1470935516.72199	-37.177	2.563	-38.842	1.511	-15.503	1.366	3.106	0.009	0.034	0	3.107	0.005	0.034	0	190.433	0.263	2.109	0.004	0.059	0.002	0	NA	NA	NA	NA	NA	NA	49	64	5	879	" Mtot = 834.15. 0.5 mM BES"	"08/11/16"	"13:13:33"	3.141	3.14	192.542	NA	NA	1017.76	41	763.382778184752	4.60581519583229	0	-38.842
"521"	28	1	"08/11/16 13:24:17"	1470936160.88952	-38.354	2.291	-38.825	1.335	-54.34	10.061	3.451	0.008	0.037	0	3.448	0.005	0.037	0	24.797	0.155	0.264	0.003	0.064	0.002	0	NA	NA	NA	NA	NA	NA	45	65	5	879	" Mtot = 901.14. 93 mM NaOH. "	"08/11/16"	"13:24:17"	3.485	3.488	25.061	NA	NA	1017.76	41	763.382778184752	4.60581519583229	0	-38.825
"522"	29	1	"08/11/16 13:34:46"	1470936788.57985	-38.097	2.44	-39.024	1.733	-48.039	6.859	3.362	0.007	0.036	0	3.361	0.005	0.036	0	28.97	0.162	0.31	0.003	0.066	0.002	0	NA	NA	NA	NA	NA	NA	45	65	5	879	" Mtot = 901.14. 93 mM NaOH. "	"08/11/16"	"13:34:46"	3.397	3.398	29.28	NA	NA	1017.76	41	763.382778184752	4.60581519583229	0	-39.024
"523"	30	1	"08/11/16 13:46:22"	1470937484.77027	-36.889	1.221	-38.251	0.644	-19.234	1.769	7.064	0.011	0.077	0	7.063	0.01	0.076	0	112.081	0.238	1.236	0.003	0.047	0.002	0	NA	NA	NA	NA	NA	NA	44	66	3	879	" Mtot = 961.73."	"08/11/16"	"13:46:22"	7.139	7.141	113.317	NA	NA	1017.76	41	763.382778184752	7.67635865972048	0	-38.251
"524"	31	1	"08/11/16 13:56:16"	1470938079.73686	-37.18	1.192	-38.408	0.865	-20.8	2.325	7.04	0.011	0.076	0	7.039	0.01	0.076	0	109.439	0.209	1.205	0.004	0.052	0.002	0	NA	NA	NA	NA	NA	NA	44	66	3	878	" Mtot = 961.73."	"08/11/16"	"13:56:16"	7.115	7.116	110.644	NA	NA	1017.76	41	763.382778184752	7.66762560094947	0	-38.408
"525"	32	1	"08/11/16 14:07:09"	1470938732.74262	-37.061	0.986	-38.371	0.625	-19.876	2.08	8.084	0.015	0.088	0	8.082	0.011	0.087	0	114.203	0.211	1.259	0.004	0.046	0.002	0	NA	NA	NA	NA	NA	NA	46	67	3	878	" Mtot = 889.83."	"08/11/16"	"14:07:09"	8.169	8.172	115.462	NA	NA	1017.76	41	763.382778184752	7.66762560094947	0	-38.371
"526"	33	1	"08/11/16 14:19:03"	1470939447.08027	-37.057	0.97	-38.443	0.679	-19.19	1.997	7.866	0.012	0.085	0	7.865	0.011	0.085	0	105.198	0.21	1.16	0.003	0.044	0.002	0	NA	NA	NA	NA	NA	NA	46	67	3	878	" Mtot = 889.83."	"08/11/16"	"14:19:03"	7.95	7.951	106.358	NA	NA	1017.76	41	763.382778184752	7.66762560094947	0	-38.443
"527"	34	1	"08/11/16 14:31:27"	1470940190.47905	-37.175	0.923	-38.456	0.65	-19.169	2.164	7.727	0.011	0.084	0	7.724	0.011	0.084	0	107.674	0.197	1.188	0.004	0.044	0.002	0	NA	NA	NA	NA	NA	NA	48	68	3	878	" Mtot = 890.51. 0.5 mM BES"	"08/11/16"	"14:31:27"	7.808	7.811	108.862	NA	NA	1017.76	41	763.382778184752	7.66762560094947	0	-38.456
"528"	35	1	"08/11/16 14:42:00"	1470940823.88809	-37.213	0.832	-38.517	0.7	-19.655	2.22	7.575	0.012	0.082	0	7.573	0.01	0.082	0	111.259	0.211	1.227	0.004	0.049	0.002	0	NA	NA	NA	NA	NA	NA	48	68	3	878	" Mtot = 890.51. 0.5 mM BES"	"08/11/16"	"14:42:00"	7.655	7.657	112.486	NA	NA	1017.76	41	763.382778184752	7.66762560094947	0	-38.517
"529"	36	1	"08/11/16 14:54:14"	1470941557.44429	-37.179	0.954	-38.544	0.623	-46.857	7.871	7.649	0.013	0.083	0	7.648	0.011	0.083	0	29.014	0.13	0.311	0.003	0.047	0.002	0	NA	NA	NA	NA	NA	NA	41	69	3	877	" Mtot = 838.77. 93 mM NaOH."	"08/11/16"	"14:54:14"	7.731	7.732	29.325	NA	NA	1017.76	41	763.382778184752	7.65889254217845	0	-38.544
"530"	37	1	"08/11/16 15:06:24"	1470942286.58767	-37.256	0.886	-38.404	0.601	-52.655	8.046	7.386	0.012	0.08	0	7.385	0.011	0.08	0	26.417	0.157	0.282	0.003	0.06	0.002	0	NA	NA	NA	NA	NA	NA	41	69	3	877	" Mtot = 838.77. 93 mM NaOH."	"08/11/16"	"15:06:24"	7.465	7.466	26.699	NA	NA	1017.76	41	763.382778184752	7.65889254217845	0	-38.404
"542"	49	1	"08/11/16 17:32:04"	1470951028.6311	-21.586	0.135	9999999	0	-56.547	7.42	69.432	0.103	0.764	0.001	54.769	0	9999999	0	34.559	0.137	0.367	0.003	0.03	0.002	0	NA	NA	NA	NA	NA	NA	19	70	1	874	" Mtot = 908.21."	"08/11/16"	"17:32:04"	10000053.769	70.196	34.926	NA	NA	1017.76	41	763.382778184752	22.8980800975962	0	9999999
"543"	50	1	"08/11/16 17:41:57"	1470951620.52866	-21.596	0.193	9999999	0	-54.826	5.983	68.176	0.102	0.75	0.001	53.133	0	9999999	0	32.358	0.133	0.344	0.003	0.035	0.002	0	NA	NA	NA	NA	NA	NA	19	70	1	874	" Mtot = 908.21."	"08/11/16"	"17:41:57"	10000052.133	68.926	32.702	NA	NA	1017.76	41	763.382778184752	22.8980800975962	0	9999999
"544"	51	1	"08/11/16 17:52:07"	1470952231.77339	-22.7	0.168	9999999	0	-51.688	5.361	71.955	0.102	0.791	0.001	57.763	0	9999999	0	35.151	0.135	0.375	0.002	0.036	0.002	0	NA	NA	NA	NA	NA	NA	40	71	1	874	" Mtot = 882.03."	"08/11/16"	"17:52:07"	10000056.763	72.746	35.526	NA	NA	1017.76	41	763.382778184752	22.8980800975962	0	9999999
"545"	52	1	"08/11/16 18:02:56"	1470952880.15667	-22.781	0.193	9999999	0	-50.466	6.181	71.756	0.106	0.788	0.001	62.423	0	9999999	0	37.811	0.123	0.404	0.003	0.032	0.002	0	NA	NA	NA	NA	NA	NA	40	71	1	874	" Mtot = 882.03."	"08/11/16"	"18:02:56"	10000061.423	72.544	38.215	NA	NA	1017.76	41	763.382778184752	22.8980800975962	0	9999999
"547"	54	1	"08/11/16 18:25:47"	1470954251.13852	-22.592	0.189	9999999	0	-59.558	6.521	70.831	0.107	0.778	0.001	55.652	0	9999999	0	35.717	0.134	0.378	0.003	0.033	0.002	0	NA	NA	NA	NA	NA	NA	47	72	1	873	" Mtot = 921.89. 0.5 mM BES"	"08/11/16"	"18:25:47"	10000054.652	71.609	36.095	NA	NA	1017.76	41	763.382778184752	22.8718809212832	0	9999999
"548"	55	1	"08/11/16 18:35:49"	1470954853.85963	-22.57	0.189	9999999	0	-61.351	7.159	70.937	0.109	0.78	0.001	61.389	0	9999999	0	36.02	0.132	0.38	0.003	0.033	0.002	0	NA	NA	NA	NA	NA	NA	47	72	1	873	" Mtot = 921.89. 0.5 mM BES"	"08/11/16"	"18:35:49"	10000060.389	71.717	36.4	NA	NA	1017.76	41	763.382778184752	22.8718809212832	0	9999999
"549"	56	1	"08/11/16 18:47:19"	1470955544.12384	-22.803	0.16	9999999	0	-153.073	21.12	70.158	0.106	0.771	0.001	56.72	0	9999999	0	12.022	0.116	0.114	0.003	0.027	0.002	0	NA	NA	NA	NA	NA	NA	50	73	1	873	" Mtot = 840.46. 93 mM NaOH."	"08/11/16"	"18:47:19"	10000055.72	70.929	12.136	NA	NA	1017.76	41	763.382778184752	22.8718809212832	0	9999999
"550"	57	1	"08/11/16 18:57:36"	1470956160.5924	-22.703	0.165	9999999	0	-184.847	25.913	69.583	0.1	0.765	0.001	54.309	0	9999999	0	9.444	0.109	0.087	0.003	0.03	0.002	0	NA	NA	NA	NA	NA	NA	50	73	1	873	" Mtot = 840.46. 93 mM NaOH."	"08/11/16"	"18:57:36"	10000053.309	70.348	9.531	NA	NA	1017.76	41	763.382778184752	22.8718809212832	0	9999999
"559"	4	1	"08/22/16 08:50:23"	1471870127.80327	-67.507	3.47	-44.364	1.819	-2683.755	8.761	2.513	0.007	0.026	0	2.44	0.004	0.026	0	1123.359	1.041	-21.278	0.103	0.063	0.004	0	NA	NA	NA	NA	NA	NA	8	50	2	874	" Mtot = 951.33. bag around valve looks slightly damaged"	"08/22/16"	"08:50:23"	2.466	2.539	1102.081	NA	NA	1010.73	42	758.109844555371	11.5286723457944	0	-44.364
"560"	5	1	"08/22/16 09:00:40"	1471870744.97138	-68.108	2.865	-43.841	2.201	-3217.748	7.459	2.459	0.008	0.026	0	2.384	0.004	0.026	0	1126.377	1.139	-28.101	0.08	0.063	0.004	0	NA	NA	NA	NA	NA	NA	8	50	2	874	" Mtot = 951.33. bag around valve looks slightly damaged"	"08/22/16"	"09:00:40"	2.41	2.485	1098.276	NA	NA	1010.73	42	758.109844555371	11.5286723457944	0	-43.841
"561"	6	1	"08/22/16 09:12:30"	1471871453.15717	-46.03	2.799	-42.515	1.948	-47.292	0.591	2.58	0.008	0.028	0	2.562	0.004	0.028	0	757.087	0.689	8.112	0.006	0.05	0.003	0	NA	NA	NA	NA	NA	NA	15	51	5	874	" Mtot = 816.43."	"08/22/16"	"09:12:30"	2.59	2.608	765.199	NA	NA	1010.73	42	758.109844555371	4.61146893831776	0	-42.515
"562"	7	1	"08/22/16 09:23:29"	1471872112.43273	-44.665	2.863	-41.93	2.128	-18.645	0.464	2.545	0.008	0.027	0	2.529	0.004	0.027	0	741.814	0.648	8.187	0.009	0.047	0.003	0	NA	NA	NA	NA	NA	NA	15	51	5	874	" Mtot = 816.43."	"08/22/16"	"09:23:29"	2.556	2.572	750.001	NA	NA	1010.73	42	758.109844555371	4.61146893831776	0	-41.93
"563"	8	1	"08/22/16 09:35:17"	1471872821.48851	-41.047	2.341	-41.862	2.032	-10.582	0.259	3.116	0.008	0.034	0	3.106	0.005	0.033	0	1453.418	1.05	16.171	0.013	0.04	0.003	0	NA	NA	NA	NA	NA	NA	36	52	5	874	" Mtot = 761.46. 0.5 mM BES"	"08/22/16"	"09:35:17"	3.139	3.15	1469.589	NA	NA	1010.73	42	758.109844555371	4.61146893831776	0	-41.862
"564"	9	1	"08/22/16 09:46:03"	1471873466.8545	-41.084	2.68	-41.772	1.778	-10.142	0.271	3.16	0.008	0.034	0	3.15	0.005	0.034	0	1476.479	1.157	16.434	0.014	0.039	0.003	0	NA	NA	NA	NA	NA	NA	36	52	5	873	" Mtot = 761.46. 0.5 mM BES. "	"08/22/16"	"09:46:03"	3.184	3.194	1492.913	NA	NA	1010.73	42	758.109844555371	4.60619265806797	0	-41.772
"565"	10	1	"08/22/16 09:58:22"	1471874205.07141	-43.453	1.854	-41.407	1.313	-33.53	3.573	3.693	0.008	0.04	0	3.677	0.005	0.04	0	73.391	0.24	0.798	0.004	0.038	0.003	0	NA	NA	NA	NA	NA	NA	23	53	5	874	" Mtot = 809.55. 93 mM NaOH."	"08/22/16"	"09:58:22"	3.717	3.733	74.189	NA	NA	1010.73	42	758.109844555371	4.61146893831776	0	-41.407
"566"	11	1	"08/22/16 10:08:38"	1471874822.49728	-43.774	2.353	-41.305	1.683	-36.385	4.861	3.694	0.008	0.04	0	3.677	0.005	0.04	0	54.267	0.184	0.588	0.004	0.038	0.003	0	NA	NA	NA	NA	NA	NA	23	53	5	873	" Mtot = 809.55. 93 mM NaOH. "	"08/22/16"	"10:08:38"	3.717	3.734	54.855	NA	NA	1010.73	42	758.109844555371	4.60619265806797	0	-41.305
"567"	12	1	"08/22/16 10:20:15"	1471875517.42219	-47.481	0.656	-48.781	0.579	-40.317	5.013	10.225	0.016	0.11	0	10.211	0.014	0.109	0	43.411	0.156	0.468	0.003	0.033	0.002	0	NA	NA	NA	NA	NA	NA	11	56	3	873	" Mtot = 820.55. 93 mM NaOH."	"08/22/16"	"10:20:15"	10.32	10.335	43.879	NA	NA	1010.73	42	758.109844555371	7.67698776344662	0	-48.781
"568"	13	1	"08/22/16 10:30:29"	1471876133.26386	-47.563	0.729	-48.807	0.484	-44.034	5.376	10.304	0.013	0.11	0	10.289	0.014	0.11	0	41.051	0.165	0.441	0.003	0.043	0.003	0	NA	NA	NA	NA	NA	NA	11	56	3	873	" Mtot = 820.55. 93 mM NaOH."	"08/22/16"	"10:30:29"	10.399	10.414	41.492	NA	NA	1010.73	42	758.109844555371	7.67698776344662	0	-48.807
"569"	14	1	"08/22/16 10:41:48"	1471876810.60842	-39.232	1.036	-38.61	0.686	-12.591	0.6	7.803	0.014	0.084	0	7.785	0.011	0.084	0	441.733	0.427	4.907	0.005	0.067	0.003	0	NA	NA	NA	NA	NA	NA	30	58	3	874	" Mtot = 904.63."	"08/22/16"	"10:41:48"	7.869	7.887	446.64	NA	NA	1010.73	42	758.109844555371	7.68578156386294	0	-38.61
"570"	15	1	"08/22/16 10:51:43"	1471877406.93097	-39.142	1.134	-38.672	0.798	-12.385	0.576	7.918	0.014	0.086	0	7.901	0.011	0.085	0	455.605	0.45	5.063	0.006	0.08	0.003	0	NA	NA	NA	NA	NA	NA	30	58	3	873	" Mtot = 904.63."	"08/22/16"	"10:51:43"	7.986	8.004	460.668	NA	NA	1010.73	42	758.109844555371	7.67698776344662	0	-38.672
"571"	16	1	"08/22/16 11:03:10"	1471878093.90902	-38.257	0.766	-38.588	0.521	-9.833	0.409	9.736	0.016	0.105	0	9.721	0.015	0.105	0	743.697	0.678	8.282	0.008	0.051	0.003	0	NA	NA	NA	NA	NA	NA	14	59	3	873	" Mtot = 884.49. "	"08/22/16"	"11:03:10"	9.826	9.841	751.979	NA	NA	1010.73	42	758.109844555371	7.67698776344662	0	-38.588
"572"	17	1	"08/22/16 11:13:34"	1471878717.88801	-38.043	0.748	-38.489	0.572	-9.758	0.435	9.707	0.015	0.105	0	9.694	0.015	0.105	0	735.079	0.712	8.188	0.009	0.062	0.003	0	NA	NA	NA	NA	NA	NA	14	59	3	873	" Mtot = 884.49."	"08/22/16"	"11:13:34"	9.799	9.812	743.267	NA	NA	1010.73	42	758.109844555371	7.67698776344662	0	-38.489
"573"	18	1	"08/22/16 11:24:44"	1471879388.77455	-37.063	0.802	-38.387	0.546	-9.884	0.301	7.947	0.015	0.086	0	7.943	0.013	0.086	0	1032.906	1.051	11.508	0.012	0.079	0.003	0	NA	NA	NA	NA	NA	NA	33	61	3	874	" Mtot = 798.36. 0.5 mM BES"	"08/22/16"	"11:24:44"	8.029	8.033	1044.414	NA	NA	1010.73	42	758.109844555371	7.68578156386294	0	-38.387
"574"	19	1	"08/22/16 11:35:19"	1471880023.92906	-37.105	0.725	-38.217	0.769	-9.749	0.326	7.771	0.013	0.084	0	7.768	0.012	0.084	0	987.968	0.854	11.016	0.01	0.115	0.003	0	NA	NA	NA	NA	NA	NA	33	61	3	873	" Mtot = 798.36. 0.5 mM BES"	"08/22/16"	"11:35:19"	7.852	7.855	998.984	NA	NA	1010.73	42	758.109844555371	7.67698776344662	0	-38.217
"575"	20	1	"08/22/16 11:47:31"	1471880755.31727	-36.249	2.184	-37.996	1.293	-16.295	1.117	3.233	0.008	0.035	0	3.238	0.005	0.035	0	200.462	0.305	2.222	0.004	0.146	0.003	0	NA	NA	NA	NA	NA	NA	42	62	5	873	" Mtot = 916.04."	"08/22/16"	"11:47:31"	3.273	3.268	202.684	NA	NA	1010.73	42	758.109844555371	4.60619265806797	0	-37.996
"576"	21	1	"08/22/16 11:58:53"	1471881435.80144	-36.79	2.627	-38.223	1.773	-16.859	1.358	3.1	0.008	0.034	0	3.106	0.005	0.034	0	190.821	0.286	2.115	0.005	0.185	0.003	0	NA	NA	NA	NA	NA	NA	42	62	5	873	" Mtot = 916.04."	"08/22/16"	"11:58:53"	3.14	3.134	192.936	NA	NA	1010.73	42	758.109844555371	4.60619265806797	0	-38.223
"577"	22	1	"08/22/16 12:11:27"	1471882190.80118	-36.206	2.612	-37.719	1.705	-16.126	1.022	2.993	0.008	0.033	0	3.001	0.005	0.033	0	193.174	0.279	2.144	0.003	0.218	0.003	0	NA	NA	NA	NA	NA	NA	43	63	5	873	" Mtot = 825.98."	"08/22/16"	"12:11:27"	3.034	3.026	195.318	NA	NA	1010.73	42	758.109844555371	4.60619265806797	0	-37.719
"578"	23	1	"08/22/16 12:21:54"	1471882817.68834	-36.961	2.442	-38.086	1.55	-16.657	1.236	2.983	0.008	0.032	0	2.991	0.005	0.032	0	189.379	0.277	2.101	0.004	0.243	0.003	0	NA	NA	NA	NA	NA	NA	43	63	5	873	" Mtot = 825.98."	"08/22/16"	"12:21:54"	3.023	3.015	191.48	NA	NA	1010.73	42	758.109844555371	4.60619265806797	0	-38.086
"579"	24	1	"08/22/16 12:33:05"	1471883488.30219	-37.006	2.185	-37.636	1.782	-15.719	1.06	3.134	0.008	0.034	0	3.138	0.005	0.034	0	188.578	0.265	2.092	0.004	0.182	0.003	0	NA	NA	NA	NA	NA	NA	49	64	5	873	" Mtot = 834.15. 0.5 mM BES"	"08/22/16"	"12:33:05"	3.172	3.168	190.67	NA	NA	1010.73	42	758.109844555371	4.60619265806797	0	-37.636
"580"	25	1	"08/22/16 12:45:22"	1471884224.52042	-37.269	2.446	-38.489	1.414	-15.257	1.465	3.077	0.008	0.033	0	3.082	0.005	0.033	0	199.244	0.267	2.211	0.005	0.17	0.003	0	NA	NA	NA	NA	NA	NA	49	64	5	873	" Mtot = 834.15. 0.5 mM BES"	"08/22/16"	"12:45:22"	3.115	3.11	201.455	NA	NA	1010.73	42	758.109844555371	4.60619265806797	0	-38.489
